epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,13.7819,1.5786,2.90485,1.57294,0.96079,0.3148,0.58965,0.32977,1.35012,2.22426,1.40493,0.000551726,0.000551726,0.000551726
